,,new,,,,,,,,,,,,,,,,,,
name,pretty_name,ergonomics,weight,horizontal_recoil,vertical_recoil,magazine_capacity,barrel_deviation,bullet_damage,bullet_velocity,buck_barrel_deviation,fire_rate,price,strength,,base,length,mod,,,irl price
ump45_std_200mm_barrel,"UMP .45ACP 8"" ",0,0.25,0,0,,0,0,-38,,,0,-5.126666667,,0.06,8,,0.26,,
ump45_std_203mm_barrel,"UMP .45ACP Threaded 8"" ",-1,0.26,1,1,,0.05,0,-38,,,600,-7.976666667,,0.06,8,,0.26,,
ump45_std_420mm_barrel,"UMP .45ACP Threaded 16.5"" ",-4,0.47,-3,-2,,-0.1,0.1,54,,,1000,-8.12,,0.06,16.5,,0.47,,
,,,,,,,,,,,,,0,,,,,0,,
vector_45acp_170mm_barrel,Kriss Vector .45ACP 170mm,-1,0.23,-3,-3,,-0.02,0.03,-72,-0.1,,750,-1.24,,0.06,6.69291,,0.23,,
vector_45acp_140mm_barrel,Kriss Vector .45ACP 140mm,0,0.2,-1,-1,,0,0,-99,0,,800,-2.93,,0.06,5.51181,,0.2,,
,,,,,,,,,,,,,0,,,,,,,
,,,,,,,,,,,,,0,,,,,,,
,,,,,,,,,,,,,0,,,,,,,
,,,,,,,,,,,,,0,,,,,,,
,,,,,,,,,,,,,0,,,,,,,
,,,,,,,,,,,,,0,,,,,,,
,,,,,,,,,,,,,0,,,,,,,
,,,,,,,,,,,,,0,,,,,,,
,,,,,,,,,,,,,0,,,,,,,
,,,,,,,,,,,,,0,,,,,,,
,,,,,,,,,,,,,0,,,,,,,
,,,,,,,,,,,,,0,,,,,,,
,,,,,,,,,,,,,0,,,,,,,
,,,,,,,,,,,,,0,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
