,,old,,,,,,,,,,,,,new,,,,,,,,,,,
name,pretty_name,ergonomics_old,weight_old,horizontal_recoil_old,vertical_recoil_old,magazine_capacity_old,bullet_deviation_old,bullet_damage_old,bullet_velocity_old,buck_bullet_deviation_old,fire_rate_old,price_old,strength_old,,ergonomics,weight,horizontal_recoil,vertical_recoil,magazine_capacity,bullet_deviation,bullet_damage,bullet_velocity,buck_bullet_deviation,fire_rate,price,strength
shenzhen_defender_qbz95_long_bow_picatinny_carry_handle,Shenzhen Defender QBZ95 Long Bow Picatinny Carry Handle,9,0.2,-2,-3,,,,,,,2000,8.4,,10,0.2,-2,-1,,,,,,,2000,8.2
shenzhen_defender_qbz95_long_bow_mlok_carry_handle,Shenzhen Defender QBZ95 Long Bow MLOK Carry Handle,11,0.19,-2,,,,,,,,2000,8.8,,11,0.19,-2,,,,,,,,2000,8.8
,,,,,,,,,,,,,0,,,,,,,,,,,,,0
,,,,,,,,,,,,,0,,,,,,,,,,,,,0
,,,,,,,,,,,,,0,,,,,,,,,,,,,0
,,,,,,,,,,,,,0,,,,,,,,,,,,,0
,,,,,,,,,,,,,0,,,,,,,,,,,,,0
,,,,,,,,,,,,,0,,,,,,,,,,,,,0
,,,,,,,,,,,,,0,,,,,,,,,,,,,0
,,,,,,,,,,,,,0,,,,,,,,,,,,,0
,,,,,,,,,,,,,0,,,,,,,,,,,,,0
,,,,,,,,,,,,,0,,,,,,,,,,,,,0
,,,,,,,,,,,,,0,,,,,,,,,,,,,0
,,,,,,,,,,,,,0,,,,,,,,,,,,,0
,,,,,,,,,,,,,0,,,,,,,,,,,,,0
,,,,,,,,,,,,,0,,,,,,,,,,,,,0
,,,,,,,,,,,,,0,,,,,,,,,,,,,0
,,,,,,,,,,,,,0,,,,,,,,,,,,,0
,,,,,,,,,,,,,0,,,,,,,,,,,,,0
,,,,,,,,,,,,,0,,,,,,,,,,,,,0
,,,,,,,,,,,,,0,,,,,,,,,,,,,0
,,,,,,,,,,,,,0,,,,,,,,,,,,,0
,,,,,,,,,,,,,0,,,,,,,,,,,,,0
,,,,,,,,,,,,,0,,,,,,,,,,,,,0
,,,,,,,,,,,,,0,,,,,,,,,,,,,0
,,,,,,,,,,,,,0,,,,,,,,,,,,,0
,,,,,,,,,,,,,0,,,,,,,,,,,,,0
,,,,,,,,,,,,,0,,,,,,,,,,,,,0
,,,,,,,,,,,,,0,,,,,,,,,,,,,0
,,,,,,,,,,,,,0,,,,,,,,,,,,,0
,,,,,,,,,,,,,0,,,,,,,,,,,,,0
,,,,,,,,,,,,,0,,,,,,,,,,,,,0
,,,,,,,,,,,,,0,,,,,,,,,,,,,0
,,,,,,,,,,,,,0,,,,,,,,,,,,,0
,,,,,,,,,,,,,0,,,,,,,,,,,,,0
,,,,,,,,,,,,,0,,,,,,,,,,,,,0
,,,,,,,,,,,,,0,,,,,,,,,,,,,0
